model,forecast_date,horizon,reference_date,location,source,y_true,median,wis,mae,cov_50,cov_95
mist,2024-01-27,4,2024-02-17,06,flusight,342.0,306.943603515625,57.33998397163723,35.056396484375,True,True
mist,2024-02-03,1,2024-02-03,06,flusight,547.0,367.1012878417969,109.43836038340694,179.89871215820312,True,True
mist,2024-02-03,2,2024-02-10,06,flusight,464.0,300.35076904296875,89.7880098823879,163.64923095703125,False,True
mist,2024-02-03,3,2024-02-17,06,flusight,342.0,265.5628662109375,68.07123797872794,76.4371337890625,True,True
mist,2024-02-03,4,2024-02-24,06,flusight,302.0,286.41265869140625,70.70769727623981,15.58734130859375,True,True
mist,2024-02-10,1,2024-02-10,06,flusight,464.0,292.32879638671875,91.72058936077616,171.67120361328125,False,True
mist,2024-02-10,2,2024-02-17,06,flusight,342.0,276.021484375,47.61921811311141,65.978515625,True,True
mist,2024-02-10,3,2024-02-24,06,flusight,302.0,239.05755615234375,40.96698685355809,62.94244384765625,True,True
mist,2024-02-10,4,2024-03-02,06,flusight,266.0,208.89337158203125,40.09503744374151,57.10662841796875,True,True
mist,2024-02-17,1,2024-02-17,06,flusight,342.0,347.03668212890625,30.140371465268345,5.03668212890625,True,True
mist,2024-02-17,2,2024-02-24,06,flusight,302.0,346.7027282714844,30.83240746539572,44.702728271484375,True,True
mist,2024-02-17,3,2024-03-02,06,flusight,266.0,308.1636047363281,30.699720167077103,42.163604736328125,True,True
mist,2024-02-17,4,2024-03-09,06,flusight,207.0,285.048583984375,50.089460926885195,78.048583984375,False,True
mist,2024-02-24,1,2024-02-24,06,flusight,302.0,385.220703125,48.508746682871944,83.220703125,True,True
mist,2024-02-24,2,2024-03-02,06,flusight,266.0,369.1837158203125,54.15342067552648,103.1837158203125,False,True
mist,2024-02-24,3,2024-03-09,06,flusight,207.0,329.0335388183594,76.33708098038383,122.03353881835938,False,True
mist,2024-02-24,4,2024-03-16,06,flusight,188.0,324.1639709472656,79.5697306757388,136.16397094726562,False,True
mist,2024-03-02,1,2024-03-02,06,flusight,266.0,403.5303955078125,69.73067531419836,137.5303955078125,False,True
mist,2024-03-02,2,2024-03-09,06,flusight,207.0,351.6375427246094,81.2651324728261,144.63754272460938,False,True
mist,2024-03-02,3,2024-03-16,06,flusight,188.0,327.23236083984375,88.0267721424932,139.23236083984375,False,True
mist,2024-03-02,4,2024-03-23,06,flusight,175.0,331.7820129394531,92.18587890625,156.78201293945312,False,True
mist,2024-03-09,1,2024-03-09,06,flusight,207.0,266.2305908203125,43.872756135360056,59.2305908203125,True,True
mist,2024-03-09,2,2024-03-16,06,flusight,188.0,250.9154052734375,40.77661318571671,62.9154052734375,True,True
mist,2024-03-09,3,2024-03-23,06,flusight,175.0,240.1719970703125,42.276021171238106,65.1719970703125,True,True
mist,2024-03-09,4,2024-03-30,06,flusight,180.0,207.69476318359375,32.832355054772414,27.69476318359375,True,True
mist,2024-03-16,1,2024-03-16,06,flusight,188.0,242.8720703125,44.62104271930197,54.8720703125,True,True
mist,2024-03-16,2,2024-03-23,06,flusight,175.0,232.879150390625,40.601358616041104,57.879150390625,True,True
mist,2024-03-16,3,2024-03-30,06,flusight,180.0,229.2027587890625,35.302024748429005,49.2027587890625,True,True
mist,2024-03-16,4,2024-04-06,06,flusight,151.0,197.9508056640625,37.68452440344769,46.9508056640625,False,True
mist,2024-03-23,1,2024-03-23,06,flusight,175.0,248.97967529296875,49.51616532035496,73.97967529296875,True,True
mist,2024-03-23,2,2024-03-30,06,flusight,180.0,225.33697509765625,38.92852207349694,45.33697509765625,True,True
mist,2024-03-23,3,2024-04-06,06,flusight,151.0,216.790771484375,43.37515083644701,65.790771484375,True,True
